index,Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire,Hibrido
1318,MERCEDES,CLA 45,COUPE AMG 4PTAS 2.0L 4CIL 381HP AUT TURBO,2016,AUT,Gasolina,4,381,1.991,AUTOS DE LUJO,10.42,16.67,13.92,10.44,223,30,6,?,False
1319,MERCEDES,GLA 45,AMG 4X4 5PTAS 2.0L 4CIL 381HP AUT TURBO,2016,AUT,Gasolina,4,381,1.991,AUTOS DE LUJO,10.42,16.39,13.85,10.38,225,30,6,?,False
1320,MERCEDES,CLA 45,AMG 4PTAS 2.0L 4CIL 381HP TURBO AUT,2018,AUT,Gasolina,4,381,1.991,AUTOS DE LUJO,10.42,16.67,13.92,10.44,223,30,6,?,False
1321,MERCEDES,GLA 45,CGI 5PTAS 2.0L 4CIL 381HP TURBO AUT,2018,AUT,Gasolina,4,381,1.991,AUTOS DE LUJO,10.42,16.39,13.85,10.38,225,30,6,?,False
1322,VW,NUEVO PASSAT,4PTS 2.5L 5CIL 170HP TIP,2012,TIP,Gasolina,5,170,2.5,AUTOS DE LUJO,10.42,18.22,12.9,9.68,241,12,5,9,False
1323,VOLVO,XC90,AWD 5PTAS 2.0L 4CIL 320HP AUT TURBO,2016,AUT,Gasolina,4,320,2.0,AUTOS DE LUJO,10.41,15.15,12.12,9.09,257,21,5,7,False
1324,AUDI,S5,SPORTBACK 5PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,Gasolina,6,333,3.0,AUTOS DE LUJO,10.4,15.8,12.29,9.22,253,26,5,6,False
1325,AUDI,S5,SPORTBACK 5PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,Gasolina,6,333,3.0,AUTOS DE LUJO,10.4,15.8,12.29,9.22,253,26,5,6,False
1326,CADILLAC,ATS,SPORT 4PTS 2.0L 4CIL 272HP AUT TURBO,2014,AUT,Gasolina,4,272,2.0,AUTOS DE LUJO,10.37,17.77,12.76,9.57,244,6,5,9,False
1327,CADILLAC,ATS,SPORT 4PTS 2.0L 4CIL 272HP AUT TURBO,2015,AUT,Gasolina,4,272,2.0,AUTOS DE LUJO,10.37,17.77,12.76,9.57,244,6,5,9,False
1328,AUDI,A4,4PTS 2.0L 4CIL 180HP MULTITRONIC TURBO FSI,2011,MULTITRONIC,Gasolina,4,180,2.0,AUTOS DE LUJO,10.31,17.86,12.73,9.55,244,17,5,8,False
1329,AUDI,A4,4PTS 2.0L 4CIL 180HP MULTITRONIC FRONT FSI TURBO,2012,MULTITRONIC,Gasolina,4,180,2.0,AUTOS DE LUJO,10.31,17.86,12.73,9.55,244,17,5,8,False
1330,MERCEDES,C180 CGI,4PTS 1.8L 4CIL 154HP AUT,2011,AUT,Gasolina,4,154,1.8,AUTOS DE LUJO,10.3,19.23,14.41,10.81,216,17,6,?,False
1331,NISSAN,MAXIMA,4PTS 3.5L 6CIL 290HP CVT,2011,CVT,Gasolina,6,290,3.5,AUTOS DE LUJO,10.3,15.5,12.13,9.1,256,20,5,7,False
1332,NISSAN,MAXIMA,4PTS 3.5L 6CIL 290HP CVT,2012,CVT,Gasolina,6,290,3.5,AUTOS DE LUJO,10.3,15.5,12.13,9.1,256,20,5,7,False
1333,MERCEDES,C250,CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO,2012,AUT,Gasolina,4,201,1.8,AUTOS DE LUJO,10.3,18.86,14.33,10.75,217,18,6,?,False
1334,MERCEDES,E250,CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO,2012,AUT,Gasolina,4,201,1.8,AUTOS DE LUJO,10.3,18.86,14.33,10.75,217,31,6,?,False
1335,NISSAN,MAXIMA,4PTS 3.5L 6CIL 290HP CVT,2013,CVT,Gasolina,6,290,3.5,AUTOS DE LUJO,10.3,15.5,12.13,9.1,256,20,5,7,False
1336,MERCEDES,C250,CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO,2013,AUT,Gasolina,4,201,1.8,AUTOS DE LUJO,10.3,18.86,14.33,10.75,217,18,6,?,False
1337,MERCEDES,E250,CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO,2013,AUT,Gasolina,4,201,1.8,AUTOS DE LUJO,10.3,18.86,14.33,10.75,217,31,6,?,False
1338,NISSAN,MAXIMA,4PTS 3.5L 6CIL 290HP CVT,2014,CVT,Gasolina,6,290,3.5,AUTOS DE LUJO,10.3,15.5,12.13,9.1,256,20,5,7,False
1339,NISSAN,MAXIMA,4PTS 3.5L 6CIL 290HP CVT,2015,CVT,Gasolina,6,290,3.5,AUTOS DE LUJO,10.3,15.5,12.13,9.1,256,32,5,6,False
1340,MERCEDES,C250,CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO,2014,AUT,Gasolina,4,201,1.8,AUTOS DE LUJO,10.3,18.8,14.32,10.74,217,19,6,?,False
1341,AUDI,RSQ3,5PTS 2.5L 5CIL 310HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,Gasolina,5,310,2.5,AUTOS DE LUJO,10.3,16.1,12.29,9.22,253,10,5,9,False
1342,CHRYSLER,200,TOURING 4PTS 2.4L 4CIL 173HP AUT,2014,AUT,Gasolina,4,173,2.4,AUTOS DE LUJO,10.25,15.98,12.22,9.17,254,3,5,9,False
1343,AUDI,A6,4PTS 3.0L 6CIL 310HP STRONIC TFSI QUATTRO TURBO,2014,S TRONIC,Gasolina,6,310,3.0,AUTOS DE LUJO,10.2,15.38,12.03,9.02,259,9,5,9,False
1344,AUDI,A7,SPORTBACK 5PTS 3.0L 6CIL 310HP STRONIC TFSI QUATTRO TURBO,2014,S TRONIC,Gasolina,6,310,3.0,AUTOS DE LUJO,10.2,15.38,12.03,9.02,259,9,5,9,False
1345,MERCEDES,E 400,COUPE 2PTAS 3.5L 6CIL 333HP AUT TURBO,2016,AUT,Gasolina,6,333,3.498,AUTOS DE LUJO,10.2,17.54,13.96,10.47,223,17,6,?,False
1346,INFINITI,G37,SEDAN 4PTS 3.7L 6CIL 327HP AUT,2012,AUT,Gasolina,6,327,3.7,AUTOS DE LUJO,10.2,15.8,12.14,9.1,256,20,5,7,False
1347,AUDI,A6,SEDAN 4PTS 3.0L 6CIL 310HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,Gasolina,6,310,3.0,AUTOS DE LUJO,10.2,15.59,12.08,9.06,257,8,5,9,False
1348,AUDI,A7,SPORTBACK 5PTS 3.0L 6CIL 310HP S TRONIC QUATTRO FSI TURBO,2013,STRONIC,Gasolina,6,310,3.0,AUTOS DE LUJO,10.2,15.59,12.08,9.06,257,8,5,9,False
1349,INFINITI,G37,SEDAN 4PTS 3.7L 6CIL 327HP AUT,2013,AUT,Gasolina,6,327,3.7,AUTOS DE LUJO,10.2,15.8,12.14,9.1,256,20,5,7,False
1350,AUDI,A6,SEDAN 4PTS 3.0L 6CIL 310HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,Gasolina,6,310,3.0,AUTOS DE LUJO,10.2,15.5,12.05,9.04,258,9,5,9,False
1351,AUDI,A7,SPORTBACK 5PTS 3.0L 6CIL 310HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,Gasolina,6,310,3.0,AUTOS DE LUJO,10.2,15.5,12.05,9.04,258,9,5,9,False
1352,BMW,M4,CONVERTIBLE 2PTAS 3.0L 6CIL 431HP AUT TURBO,2016,AUT,Gasolina,6,431,3.0,AUTOS DE LUJO,10.2,15.8,12.14,9.1,256,36,5,6,False
1353,AUDI,TT,COUPÉ 2PTS 2.5L 5CIL 340HP MAN QUATTRO FSI TURBO,2013,MAN,Gasolina,5,340,2.5,AUTOS DE LUJO,10.17,15.76,12.1,9.08,257,3,5,9,False
1354,AUDI,TT,ROADSTER 2PTS 2.5L 5CIL 340HP MAN QUATTRO FSI TURBO,2013,MAN,Gasolina,5,340,2.5,AUTOS DE LUJO,10.17,15.76,12.1,9.08,257,3,5,9,False
1355,AUDI,TT,COUPÉ 2PTS 2.5L 5CIL 340HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,Gasolina,5,340,2.5,AUTOS DE LUJO,10.17,15.76,12.1,9.08,257,3,5,9,False
1356,AUDI,TT,ROADSTER 2PTS 2.5L 5CIL 340HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,Gasolina,5,340,2.5,AUTOS DE LUJO,10.17,15.76,12.1,9.08,257,3,5,9,False
1357,MERCEDES,C180,CGI 4PTS 1.8L 4L 154HP AUT TURBO,2012,AUT,Gasolina,4,154,1.8,AUTOS DE LUJO,10.1,18.52,14.09,10.56,221,33,6,?,False
1358,MERCEDES,C180,CGI 4PTS 1.8L 4L 154HP AUT TURBO,2013,AUT,Gasolina,4,154,1.8,AUTOS DE LUJO,10.1,18.52,14.09,10.56,221,33,6,?,False
1359,MERCEDES,C180,CGI 4PTS 1.8L 4L 154HP AUT TURBO,2014,AUT,Gasolina,4,154,1.8,AUTOS DE LUJO,10.1,18.5,14.08,10.56,221,31,6,?,False
1360,AUDI,A4,4PTS 2.0L 4CIL 225HP STRONIC QUATTRO TURBO,2016,S TRONIC,Gasolina,4,224,2.0,AUTOS DE LUJO,10.1,16.1,12.14,9.1,256,43,5,6,False
1361,INFINITI,Q70,4PTAS 3.7L 6CIL 330HP AUT,2016,AUT,Gasolina,6,330,3.7,AUTOS DE LUJO,10.1,15.9,12.08,9.06,257,20,5,7,False
1362,RENAULT,SAFRANE,4PTS 2.3L 6CIL 166HP AUT,2011,AUT,Gasolina,6,166,2.3,AUTOS DE LUJO,10.02,15.93,12.03,9.02,258,17,5,8,False
1363,DODGE,CHARGER,SXT PREMIUM 4PTS 3.6 6CIL 292HP AUT,2014,AUT,Gasolina,6,292,3.6,AUTOS DE LUJO,10.01,15.48,11.9,8.93,261,11,4,9,False
1364,DODGE,CHARGER,RALLYE REDLINE 4PTS 3.6 6CIL 292HP AUT,2014,AUT,Gasolina,6,292,3.6,AUTOS DE LUJO,10.01,15.48,11.9,8.93,261,11,4,9,False
1365,SUBARU,IMPREZA,WRX SE AWD 5PTS 2.5L 4CIL 265HP MAN TURBO,2012,MAN,Gasolina,4,265,2.5,AUTOS DE LUJO,10.0,14.4,11.59,8.7,268,13,4,8,False
1366,BMW,420iA,COUPE 2PTS 2.0L 4CIL 184HP AUT TURBO,2016,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,10.0,20.4,14.37,10.78,216,28,6,6,False
1367,MERCEDES,E 400,CONVERTIBLE 2PTAS 3.5L 6CIL 333HP AUT TURBO,2016,AUT,Gasolina,6,333,3.498,AUTOS DE LUJO,10.0,16.95,13.65,10.23,228,17,6,?,False
1368,CADILLAC,CTS,4PTS 3.0L 6CIL 270HP AUT,2011,AUT,Gasolina,6,270,3.0,AUTOS DE LUJO,9.91,17.0,12.2,9.15,255,18,5,8,False
1369,MERCEDES,C200 CGI,4PTS 1.8L 4CIL 184HP AUT,2011,AUT,Gasolina,4,184,1.8,AUTOS DE LUJO,9.9,18.18,13.84,10.38,225,16,6,?,False
1370,HONDA,ACCORD,LX SEDAN 4PTS 3.5L 6CIL 271HP AUT,2011,AUT,Gasolina,6,271,3.5,AUTOS DE LUJO,9.9,17.4,12.28,9.21,253,23,5,7,False
1371,HONDA,ACCORD,EX SEDAN 4PTS 3.5L 6CIL 271HP AUT,2011,AUT,Gasolina,6,271,3.5,AUTOS DE LUJO,9.9,17.4,12.28,9.21,253,23,5,7,False
1372,INFINITI,M37,SEDAN 4PTS 3.7L 6CIL 330HP AUT,2012,AUT,Gasolina,6,330,3.7,AUTOS DE LUJO,9.9,15.8,11.9,8.92,261,20,4,7,False
1373,MERCEDES,C200,CGI 4PTS 1.8L 4CIL 181HP AUT TURBO,2012,AUT,Gasolina,4,181,1.8,AUTOS DE LUJO,9.9,18.18,13.84,10.38,225,15,6,?,False
1374,MERCEDES,C250,CGI 4PTS 1.8L 4CIL 201HP AUT TURBO,2012,AUT,Gasolina,4,201,1.8,AUTOS DE LUJO,9.9,18.18,13.84,10.38,225,22,6,?,False
1375,HONDA,ACCORD,EX L SEDAN 4PTS 3.5L 6CIL 271HP AUT,2012,AUT,Gasolina,6,271,3.5,AUTOS DE LUJO,9.9,17.4,12.28,9.21,253,23,5,7,False
1376,INFINITI,M37,SEDAN 4PTS 3.7L 6CIL 330HP AUT,2013,AUT,Gasolina,6,330,3.7,AUTOS DE LUJO,9.9,15.8,11.9,8.92,261,20,4,7,False
1377,MERCEDES,C200,CGI 4PTS 1.8L 4CIL 181HP AUT TURBO,2013,AUT,Gasolina,4,181,1.8,AUTOS DE LUJO,9.9,18.18,13.84,10.38,225,15,6,?,False
1378,MERCEDES,C250,CGI 4PTS 1.8L 4CIL 201HP AUT TURBO,2013,AUT,Gasolina,4,201,1.8,AUTOS DE LUJO,9.9,18.18,13.84,10.38,225,22,6,?,False
1379,INFINITI,Q70,4PTS 3.7L 6CIL 330HP AUT,2014,AUT,Gasolina,6,330,3.7,AUTOS DE LUJO,9.9,15.8,11.9,8.92,261,36,4,6,False
1380,INFINITI,Q70,4PTS 3.7L 6CIL 330HP AUT,2015,AUT,Gasolina,6,330,3.7,AUTOS DE LUJO,9.9,15.8,11.9,8.92,261,36,4,6,False
1381,MERCEDES,C200,CGI 4PTS 1.8L 4CIL 181HP AUT TURBO,2014,AUT,Gasolina,4,181,1.8,AUTOS DE LUJO,9.9,18.1,13.82,10.37,225,22,6,?,False
1382,HONDA,ACCORD,LX SEDAN 4PTS 2.4L 4CIL 185HP CVT,2016,CVT,Gasolina,4,185,2.4,AUTOS DE LUJO,9.9,18.2,13.84,10.38,225,5,6,9,False
1383,HONDA,ACCORD,EXL SEDAN 4PTS 2.4L 4CIL 185HP CVT,2016,CVT,Gasolina,4,185,2.4,AUTOS DE LUJO,9.9,18.2,13.84,10.38,225,5,6,9,False
1384,HONDA,ACCORD,SPORT 4PTS 2.4L 4CIL 189HP CVT,2016,CVT,Gasolina,4,189,2.4,AUTOS DE LUJO,9.9,18.2,13.84,10.38,225,5,6,9,False
1385,HONDA,ACCORD,EXL SEDAN 4PTAS 2.4L 4CIL 185HP AUT CVT,2017,AUT,Gasolina,4,185,2.4,AUTOS DE LUJO,9.9,18.2,13.84,10.38,225,5,6,9,False
1386,HONDA,ACCORD,LX SEDAN 4PTAS 2.4L 4CIL 185HP CVT,2017,,Gasolina,4,185,2.4,AUTOS DE LUJO,9.9,18.2,13.84,10.38,225,5,6,9,False
1387,HONDA,ACCORD,SPORT 4PTAS 2.4L 4CIL 189HP CVT,2017,,Gasolina,4,189,2.4,AUTOS DE LUJO,9.9,18.2,13.84,10.38,225,5,6,9,False
1388,VW,PASSAT,4PTS 2.0L 4CIL 200HP TFSI DSG TURBO,2011,TIP,Gasolina,4,200,2.0,AUTOS DE LUJO,9.82,16.04,11.9,8.92,261,6,4,9,False
1389,VW,PASSAT,CC 4PTS 2.0L 4CIL 200HP TFSI DSG TURBO,2011,TIP,Gasolina,4,200,2.0,AUTOS DE LUJO,9.82,16.04,11.9,8.92,261,6,4,9,False
1390,VW,PASSAT,CC 4PTS 2.0L 4CIL 200HP DSG FSI TURBO,2012,DSG,Gasolina,4,200,2.0,AUTOS DE LUJO,9.82,16.04,11.9,8.92,261,6,4,9,False
1391,BMW,528iA,SEDAN 4PTS 3.0L 6CIL 258HP AUT,2012,AUT,Gasolina,6,258,3.0,AUTOS DE LUJO,9.81,15.27,13.07,9.8,238,19,6,?,False
1392,BMW,535i,SEDAN 4PTS 3.0L 6CIL 306HP MAN TURBO,2012,MAN,Gasolina,6,306,3.0,AUTOS DE LUJO,9.81,15.27,13.07,9.8,238,21,6,?,False
1393,BMW,X1,xDRIVE28iA 5PTS 2.0L 4CIL 245HP AUT TURBO,2012,AUT,Gasolina,4,245,2.0,AUTOS DE LUJO,9.81,15.62,13.16,9.87,236,17,6,?,False
1394,HONDA,ACCORD,EX COUPE 2PTS 3.5L 6CIL 271HP AUT,2011,AUT,Gasolina,6,271,3.5,AUTOS DE LUJO,9.8,17.1,12.13,9.1,256,24,5,7,False
1395,ACURA,TSX,4PTS 3.5L 6CIL 280HP AUT,2011,AUT,Gasolina,6,280,3.5,AUTOS DE LUJO,9.8,15.2,11.66,8.75,267,8,4,9,False
1396,MERCEDES,E200,CGI 4PTS 1.8L 4CIL 181HP AUT TURBO,2012,AUT,Gasolina,4,181,1.8,AUTOS DE LUJO,9.8,16.66,13.41,10.06,232,18,6,?,False
1397,HONDA,ACCORD,COUPE 2PTS 3.5L 6CIL 271HP AUT,2012,AUT,Gasolina,6,271,3.5,AUTOS DE LUJO,9.8,17.1,12.13,9.1,256,24,5,7,False
1398,ACURA,TSX,4PTS 3.5L 6CIL 280HP AUT,2012,AUT,Gasolina,6,280,3.5,AUTOS DE LUJO,9.8,16.2,13.3,9.97,234,8,6,9,False
1399,BMW,335iA,SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO,2012,AUT,Gasolina,6,306,3.0,AUTOS DE LUJO,9.8,18.18,13.75,10.31,226,15,6,?,False
1400,ACURA,TSX,2WD 4PTS 3.5L 6CIL 280HP AUT,2013,AUT,Gasolina,6,280,3.5,AUTOS DE LUJO,9.8,16.2,13.3,9.97,234,8,6,9,False
1401,BMW,335iA,SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO,2013,AUT,Gasolina,6,306,3.0,AUTOS DE LUJO,9.8,18.18,13.75,10.31,226,15,6,?,False
1402,MERCEDES,E200,CGI 4PTS 1.8L 4CIL 181HP AUT TURBO,2013,AUT,Gasolina,4,181,1.8,AUTOS DE LUJO,9.8,16.66,13.41,10.06,232,18,6,?,False
1403,ACURA,TSX,4PTS 3.5L 6CIL 280HP AUT,2014,AUT,Gasolina,6,280,3.5,AUTOS DE LUJO,9.8,16.3,11.94,8.96,260,8,5,9,False
1404,MERCEDES,E200,CGI 4PTS 2.0L 4CIL 181HP AUT TURBO,2014,AUT,Gasolina,4,181,2.0,AUTOS DE LUJO,9.8,16.6,13.39,10.05,232,15,6,?,False
1405,BMW,335iA,SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO,2016,AUT,Gasolina,6,306,3.0,AUTOS DE LUJO,9.8,18.18,13.75,10.31,226,15,6,8,False
1406,SUBARU,WRX,AWD 4PTAS 2.0L 4CIL 268HP CVT TURBO,2016,CVT,Gasolina,4,268,2.0,AUTOS DE LUJO,9.8,14.3,11.42,8.56,272,20,4,7,False
1407,PORSCHE,CAYMAN,COUPE S 2PTAS 2.5L 6CIL 350HP PDK,2016,PDK,Gasolina,6,350,2.5,AUTOS DE LUJO,9.8,17.3,12.18,9.13,255,29,5,6,False
1408,PORSCHE,CAYMAN,COUPE S 2PTAS 2.5L 6CIL 350HP PDK,2017,PDK,Gasolina,6,350,2.5,AUTOS DE LUJO,9.8,17.3,12.18,9.13,255,29,5,6,False
1409,LINCOLN,MKC,SEDAN 5PTAS 2.3L 4CIL 275HP TURBO AUT,2018,AUT,Gasolina,4,275,2.3,AUTOS DE LUJO,9.79,15.36,11.7,8.77,266,12,4,9,False
1410,VW,PASSAT,4PTS 3.6L 6CIL 280HP TIP,2013,TIPTRONIC,Gasolina,6,280,3.6,AUTOS DE LUJO,9.77,17.08,12.1,9.08,257,6,5,9,False
1411,FORD,TAURUS,POLICE INTERCEP. AWD 4PTS 3.5L 6CIL 288HP AUT,2014,AUT,Gasolina,6,288,3.5,AUTOS DE LUJO,9.77,15.62,13.13,9.84,237,8,6,9,False
1412,FORD,TAURUS,POLICE INTERCEP. FWD 4PTS 3.5L 6CIL 365HP AUT,2014,AUT,Gasolina,6,365,3.5,AUTOS DE LUJO,9.77,15.62,13.13,9.84,237,110,6,?,False
1413,FORD,POLICE INTERCEPTOR,4PTS 3.5L 6CIL 288HP MAN,2016,AUT,Gasolina,6,288,3.5,AUTOS DE LUJO,9.77,15.62,11.75,8.81,265,6,4,9,False
1414,FORD,POLICE INTERCEPTOR,4PTS 3.5L 6CIL 365HP MAN,2016,AUT,Gasolina,6,365,3.5,AUTOS DE LUJO,9.77,15.62,11.75,8.81,265,6,4,9,False
1415,VW,PASSAT,4PTS 3.6L 6CIL 280HP DSG,2014,DSG,Gasolina,6,280,3.6,AUTOS DE LUJO,9.76,17.08,12.09,9.07,257,6,5,9,False
1416,BUICK,VERANO,4PTS 2.0L 4CIL 250HP AUT TURBO,2015,AUT,Gasolina,4,250,2.0,AUTOS DE LUJO,9.74,17.77,12.23,9.17,254,24,5,7,False
1417,LINCOLN,MKZ,4PTS 3.7L 6CIL 300HP AUT,2016,AUT,Gasolina,6,300,3.7,AUTOS DE LUJO,9.71,15.64,11.71,8.78,265,24,4,7,False
1418,PORSCHE,CAYMAN,S 2PTS 3.4L 6CIL 325HP MAN,2013,MAN,Gasolina,6,325,3.4,AUTOS DE LUJO,9.71,15.65,11.71,8.78,265,7,4,9,False
1419,BUICK,VERANO,4PTS 2.0L 4CIL 250HP AUT TURBO,2014,AUT,Gasolina,4,250,2.0,AUTOS DE LUJO,9.71,17.77,12.2,9.15,255,24,5,7,False
1420,BMW,M135iA,3PTS 3.0L 6CIL 320HP AUT TURBO,2016,AUT,Gasolina,6,320,3.0,AUTOS DE LUJO,9.71,17.24,13.47,10.1,231,17,6,8,False
1421,BMW,M235iA,COUPE 2PTS 3.0L 6CIL 326HP AUT TURBO,2016,AUT,Gasolina,6,326,3.0,AUTOS DE LUJO,9.71,16.95,13.4,10.05,232,20,6,7,False
1422,MERCEDES,E250 CGI,4PTS 1.8L 4CIL 201HP AUT,2011,AUT,Gasolina,4,201,1.8,AUTOS DE LUJO,9.7,16.39,13.26,9.95,234,29,6,?,False
1423,AUDI,TT,COUPÉ 2PTS 2.0L 4CIL 211HP S TRONIC TURBO,2011,S TRONIC,Gasolina,4,211,2.0,AUTOS DE LUJO,9.7,17.24,13.46,10.09,231,17,6,?,False
1424,AUDI,TT,ROADSTER 2PTS 2.0L 4CIL 211HP S TRONIC TURBO,2011,S TRONIC,Gasolina,4,211,2.0,AUTOS DE LUJO,9.7,17.24,13.46,10.09,231,17,6,?,False
1425,INFINITI,G37,COUPE 3PTS 3.7L 6CIL 330HP AUT,2012,AUT,Gasolina,6,330,3.7,AUTOS DE LUJO,9.7,15.4,11.64,8.73,267,20,4,7,False
1426,AUDI,TT,COUPÉ 2PTS 2.0L 4CIL 211HP S TRONIC FRONT TURBO,2012,S TRONIC,Gasolina,4,211,2.0,AUTOS DE LUJO,9.7,17.24,13.46,10.09,231,17,6,?,False
1427,AUDI,TT,ROADSTER 2PTS 2.0L 4CIL 211HP S TRONIC FRONT TURBO,2012,S TRONIC,Gasolina,4,211,2.0,AUTOS DE LUJO,9.7,17.24,13.46,10.09,231,17,6,?,False
1428,BMW,535iA,SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO,2012,AUT,Gasolina,6,306,3.0,AUTOS DE LUJO,9.7,16.86,13.37,10.03,233,13,6,?,False
1429,SUBARU,IMPREZA,SEDAN SE WRX AWD 4PTS 2.5L 4CIL 265HP MAN TURBO,2012,MAN,Gasolina,4,265,2.5,AUTOS DE LUJO,9.7,14.6,11.43,8.57,272,12,4,9,False
1430,INFINITI,G37,COUPE 2PTS 3.7L 6CIL 330HP AUT,2013,AUT,Gasolina,6,330,3.7,AUTOS DE LUJO,9.7,15.4,11.64,8.73,267,20,4,7,False
1431,BMW,M135iA,3/5PTS 3.0L 6CIL 320HP AUT TURBO,2013,AUT,Gasolina,6,320,3.0,AUTOS DE LUJO,9.7,17.24,13.46,10.09,231,17,6,?,False
1432,BMW,535iA,SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO,2013,AUT,Gasolina,6,306,3.0,AUTOS DE LUJO,9.7,16.66,13.32,9.99,233,12,6,9,False
1433,INFINITI,Q60,2PTS 3.7L 6CIL 329HP AUT,2014,AUT,Gasolina,6,329,3.7,AUTOS DE LUJO,9.7,15.4,11.64,8.73,267,12,4,9,False
1434,INFINITI,Q60,2PTS 3.7L 6CIL 329HP AUT,2015,AUT,Gasolina,6,329,3.7,AUTOS DE LUJO,9.7,15.4,11.64,8.73,267,12,4,9,False
1435,BMW,M135iA,5PTS 3.0L 6CIL 326HP AUT TURBO,2016,AUT,Gasolina,6,326,3.0,AUTOS DE LUJO,9.7,16.94,13.39,10.04,232,20,6,7,False
1436,PORSCHE,CAYMAN,S 2PTS 3.4L 6CIL 325HP MAN,2016,MAN,Gasolina,6,325,3.4,AUTOS DE LUJO,9.7,15.6,11.69,8.77,266,7,4,9,False
1437,INFINITI,Q60,COUPE 2PTS 3.7L 6CIL 329HP AUT,2016,AUT,Gasolina,6,329,3.7,AUTOS DE LUJO,9.7,15.4,11.64,8.73,267,12,4,9,False
1438,PORSCHE,CAYMAN,COUPE S 2PTAS 2.5L 6CIL 350HP MAN,2016,MAN,Gasolina,6,350,2.5,AUTOS DE LUJO,9.7,15.2,11.59,8.69,268,24,4,7,False
1439,PORSCHE,CAYMAN,COUPE S 2PTAS 2.5L 6CIL 350HP MAN,2017,MAN,Gasolina,6,350,2.5,AUTOS DE LUJO,9.7,15.2,11.59,8.69,268,24,4,7,False
1440,CHRYSLER,200,C 4PTAS 3.6L 6CIL 295HP AUT,2016,AUT,Gasolina,6,295,3.6,AUTOS DE LUJO,9.68,16.56,11.91,8.93,261,4,5,9,False
1441,VW,NUEVO PASSAT,4PTS 3.6L 6CIL 280HP TIP,2012,TIP,Gasolina,6,280,3.6,AUTOS DE LUJO,9.64,16.62,11.89,8.92,261,6,4,9,False
1442,LINCOLN,MKZ,4PTS 2.0L 4CIL 240HP AUT,2014,AUT,Gasolina,4,240,2.0,AUTOS DE LUJO,9.62,15.32,12.93,9.7,240,39,5,?,False
1443,LINCOLN,MKZ,4PTS 3.7L 6CIL 305HP AUT,2014,AUT,Gasolina,6,305,3.7,AUTOS DE LUJO,9.62,15.32,12.93,9.7,240,26,5,?,False
1444,LINCOLN,MKZ,4PTS 2.0L 4CIL 240HP AUT TURBO,2015,AUT,Gasolina,4,240,2.0,AUTOS DE LUJO,9.62,15.32,12.93,9.7,240,39,5,?,False
1445,LINCOLN,MKZ,4PTS 3.7L 6CIL 300HP AUT,2015,AUT,Gasolina,6,300,3.7,AUTOS DE LUJO,9.62,15.32,12.93,9.7,240,26,5,?,False
1446,MERCEDES,CLS 400,COUPE 4PTAS 3.5L 6CIL 333HP AUT BITURBO,2016,AUT,Gasolina,6,333,3.498,AUTOS DE LUJO,9.62,16.95,13.32,9.99,233,2,6,9,False
1447,MERCEDES,CLS 400,COUPE 4PTAS 3.5L 6CIL 333HP BITURBO AUT,2018,AUT,Gasolina,6,333,3.498,AUTOS DE LUJO,9.62,16.95,13.32,9.99,233,2,6,9,False
1448,BMW,X1,xDrive 28iA 5PTS 2.0L 4CIL 245HP AUT TURBO,2013,AUT,Gasolina,4,245,2.0,AUTOS DE LUJO,9.61,15.62,13.0,9.75,239,17,5,?,False
1449,MERCEDES,E250,CGI 4PTS 1.8L 4CIL 201HP AUT TURBO,2013,AUT,Gasolina,4,201,1.8,AUTOS DE LUJO,9.61,15.62,13.0,9.75,239,52,5,?,False
1450,VOLVO,V40,FWD 5PTS 2.5L 5CIL 254HP AUT TURBO,2013,AUT,Gasolina,5,254,2.5,AUTOS DE LUJO,9.61,16.94,11.93,8.95,261,34,5,6,False
1451,VOLVO,V40,FWD 5PTS 2.5L 5CIL 254HP AUT TURBO,2014,AUT,Gasolina,5,254,2.5,AUTOS DE LUJO,9.61,16.94,11.93,8.95,261,27,5,6,False
