Modelo,Cilindros,Potencia (HP),Tamaño (L),R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Hibrido,Marca_Mean_Encoded,Submarca_Mean_Encoded,Versión_Mean_Encoded,Trans._Mean_Encoded,Comb._Mean_Encoded,Categoría_Mean_Encoded
2016,6,325,3.4,10.9,17.7,13.18,9.88,236,11,6,0,288.04285714285714,250.97619047619048,236.0,280.46082949308754,256.83106267029973,270.9173715029278
2017,6,310,3.0,10.9,17.3,13.08,9.81,238,54,6,0,250.08254716981133,292.64,238.0,255.08695652173913,256.83106267029973,270.9173715029278
2017,6,325,3.4,10.9,17.7,13.18,9.88,236,11,6,0,288.04285714285714,250.97619047619048,236.0,280.46082949308754,256.83106267029973,270.9173715029278
2012,4,184,2.0,10.89,18.13,14.67,11.0,212,31,6,0,266.3895131086142,264.84615384615387,212.0,230.70583190394512,256.83106267029973,270.9173715029278
2013,4,184,2.0,10.89,18.18,14.68,11.01,212,17,6,0,266.3895131086142,264.84615384615387,212.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,6,335,3.6,10.88,17.81,13.19,9.89,236,6,6,0,308.87012987012986,307.0,236.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,4,245,2.0,10.86,17.24,13.03,9.77,239,27,5,0,259.1358024691358,286.15384615384613,239.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,6,265,2.9,10.82,14.71,12.28,9.21,253,26,5,0,288.04285714285714,250.97619047619048,253.0,230.70583190394512,256.83106267029973,270.9173715029278
2011,6,265,2.9,10.82,12.99,11.7,8.77,266,26,4,0,288.04285714285714,250.97619047619048,266.0,280.46082949308754,256.83106267029973,270.9173715029278
2012,6,265,2.9,10.82,14.71,12.28,9.21,253,26,5,0,288.04285714285714,250.97619047619048,253.0,230.70583190394512,256.83106267029973,270.9173715029278
2012,6,265,2.9,10.82,12.99,11.7,8.77,266,26,4,0,288.04285714285714,250.97619047619048,266.0,280.46082949308754,256.83106267029973,270.9173715029278
2011,6,270,3.5,10.8,16.2,12.71,9.53,245,6,5,0,248.75980392156862,205.94444444444446,245.0,212.61943319838056,256.83106267029973,270.9173715029278
2012,6,270,3.5,10.8,16.2,12.71,9.53,245,6,5,0,248.75980392156862,205.94444444444446,245.0,212.61943319838056,256.83106267029973,270.9173715029278
2015,4,180,2.0,10.8,20.1,13.64,10.23,228,13,6,0,250.08254716981133,251.92,228.0,218.25,256.83106267029973,270.9173715029278
2015,4,200,2.0,10.8,19.2,13.45,10.09,231,58,6,0,221.27899686520377,260.51851851851853,231.0,199.68548387096774,256.83106267029973,270.9173715029278
2016,6,310,3.0,10.8,17.1,12.95,9.71,240,54,5,0,250.08254716981133,292.64,240.0,272.88235294117646,256.83106267029973,270.9173715029278
2016,4,268,2.0,10.8,16.1,12.68,9.51,245,20,5,0,221.54545454545453,269.0,245.0,230.70583190394512,256.83106267029973,270.9173715029278
2016,4,200,2.0,10.8,19.2,13.45,10.09,231,58,6,0,221.27899686520377,260.51851851851853,231.0,199.68548387096774,256.83106267029973,270.9173715029278
2017,4,200,2.0,10.8,19.2,13.45,10.09,231,58,6,0,221.27899686520377,231.0,231.0,199.68548387096774,256.83106267029973,270.9173715029278
2011,4,100,1.6,10.75,17.5,14.4,10.8,216,39,6,0,259.1358024691358,259.3333333333333,216.0,230.70583190394512,256.83106267029973,270.9173715029278
2011,4,100,1.6,10.75,17.54,14.41,10.81,216,39,6,0,259.1358024691358,259.3333333333333,206.66666666666666,230.70583190394512,256.83106267029973,270.9173715029278
2011,4,122,1.6,10.75,18.18,14.56,10.92,213,24,6,0,195.09448818897638,172.84615384615384,213.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,4,100,1.6,10.75,17.54,14.41,10.81,216,39,6,0,259.1358024691358,259.3333333333333,206.66666666666666,230.70583190394512,256.83106267029973,270.9173715029278
2013,4,200,2.0,10.75,16.04,12.62,9.47,246,6,5,0,221.27899686520377,260.51851851851853,253.5,199.68548387096774,256.83106267029973,270.9173715029278
2014,6,295,3.6,10.75,16.39,12.72,9.54,244,12,5,0,286.21875,252.93333333333334,244.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,4,200,2.0,10.75,15.87,12.58,9.43,247,58,5,0,221.27899686520377,260.51851851851853,247.0,199.68548387096774,256.83106267029973,270.9173715029278
2011,4,172,2.4,10.7,16.53,12.72,9.54,244,1,5,0,286.21875,252.93333333333334,244.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,4,172,2.4,10.7,16.53,12.72,9.54,244,1,5,0,286.21875,252.93333333333334,244.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,4,172,2.4,10.7,16.53,12.72,9.54,244,1,5,0,286.21875,252.93333333333334,244.0,271.68927078495125,256.83106267029973,270.9173715029278
2015,4,225,2.0,10.7,17.1,12.87,9.65,242,43,5,0,250.08254716981133,217.69444444444446,242.0,239.3483870967742,256.83106267029973,270.9173715029278
2015,4,225,2.0,10.7,17.1,12.87,9.65,242,43,5,0,250.08254716981133,239.05555555555554,242.0,239.3483870967742,256.83106267029973,270.9173715029278
2015,4,225,2.0,10.7,17.1,12.87,9.65,242,43,5,0,250.08254716981133,239.05555555555554,242.0,239.3483870967742,256.83106267029973,270.9173715029278
2016,4,225,2.0,10.7,17.1,12.87,9.65,242,43,5,0,250.08254716981133,239.05555555555554,242.0,239.3483870967742,256.83106267029973,270.9173715029278
2016,3,272,3.0,10.7,17.1,12.87,9.65,242,22,5,0,250.08254716981133,239.05555555555554,247.0,239.3483870967742,256.83106267029973,270.9173715029278
2016,6,272,3.0,10.7,17.1,12.87,9.65,242,22,5,0,250.08254716981133,239.05555555555554,247.0,239.3483870967742,256.83106267029973,270.9173715029278
2016,4,177,1.8,10.7,15.1,12.31,9.24,252,16,5,0,250.08254716981133,239.05555555555554,252.0,208.26315789473685,256.83106267029973,270.9173715029278
2016,4,225,2.0,10.7,17.1,12.87,9.65,242,43,5,0,250.08254716981133,239.05555555555554,242.0,239.3483870967742,256.83106267029973,270.9173715029278
2016,6,272,3.0,10.7,17.1,12.87,9.65,242,22,5,0,250.08254716981133,239.05555555555554,247.0,239.3483870967742,256.83106267029973,270.9173715029278
2017,4,225,2.0,10.7,17.1,12.87,9.65,242,43,5,0,250.08254716981133,217.69444444444446,242.0,233.38202247191012,256.83106267029973,270.9173715029278
2017,4,225,2.0,10.7,17.1,12.87,9.65,242,43,5,0,250.08254716981133,239.05555555555554,242.0,239.3483870967742,256.83106267029973,270.9173715029278
2017,6,272,3.0,10.7,17.1,12.87,9.65,242,22,5,0,250.08254716981133,239.05555555555554,247.0,239.3483870967742,256.83106267029973,270.9173715029278
2017,3,272,3.0,10.7,17.1,12.87,9.65,242,22,5,0,250.08254716981133,239.05555555555554,247.0,239.3483870967742,256.83106267029973,270.9173715029278
2017,4,177,1.8,10.7,15.1,12.31,9.24,252,16,5,0,250.08254716981133,239.05555555555554,252.0,208.26315789473685,256.83106267029973,270.9173715029278
2017,4,225,2.0,10.7,17.1,12.87,9.65,242,43,5,0,250.08254716981133,239.05555555555554,242.0,239.3483870967742,256.83106267029973,270.9173715029278
2017,6,272,3.0,10.7,17.1,12.87,9.65,242,22,5,0,250.08254716981133,239.05555555555554,247.0,239.3483870967742,256.83106267029973,270.9173715029278
2017,6,333,3.0,10.7,16.1,12.6,9.45,247,33,5,0,250.08254716981133,251.92,247.0,239.3483870967742,256.83106267029973,270.9173715029278
2016,6,333,3.0,10.7,16.1,12.6,9.45,247,33,5,0,250.08254716981133,251.92,247.0,239.3483870967742,256.83106267029973,270.9173715029278
2011,6,283,3.6,10.68,15.38,12.38,9.29,251,13,5,0,286.21875,252.93333333333334,251.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,6,283,3.6,10.68,15.38,12.38,9.29,251,13,5,0,286.21875,252.93333333333334,251.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,6,283,3.6,10.68,15.38,12.38,9.29,251,13,5,0,286.21875,252.93333333333334,251.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,4,220,2.0,10.67,17.26,12.88,9.66,241,6,5,0,258.1333333333333,241.2,254.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,4,180,2.0,10.66,18.89,13.26,9.94,234,13,6,0,250.08254716981133,251.92,234.0,218.25,256.83106267029973,270.9173715029278
2016,4,156,2.0,10.64,18.87,14.63,10.97,213,32,6,0,266.3895131086142,264.84615384615387,213.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,4,180,2.0,10.64,18.87,13.24,9.93,235,13,6,0,250.08254716981133,251.92,235.0,218.25,256.83106267029973,270.9173715029278
2018,4,245,1.991,10.64,14.71,13.53,10.15,230,11,6,0,290.23262032085563,258.6666666666667,230.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,4,184,2.0,10.63,17.24,14.24,10.68,218,20,6,0,266.3895131086142,228.33333333333334,218.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,4,184,2.0,10.63,17.24,14.24,10.68,218,20,6,0,266.3895131086142,228.33333333333334,217.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,6,272,3.0,10.61,14.52,12.07,9.05,258,12,5,0,250.08254716981133,217.69444444444446,258.0,239.3483870967742,256.83106267029973,270.9173715029278
2013,6,272,3.0,10.61,14.52,12.07,9.05,258,12,5,0,250.08254716981133,239.05555555555554,258.0,239.3483870967742,256.83106267029973,270.9173715029278
2013,6,272,3.0,10.61,14.52,12.07,9.05,258,12,5,0,250.08254716981133,239.05555555555554,258.0,239.3483870967742,256.83106267029973,270.9173715029278
2013,6,272,3.0,10.61,14.52,12.07,9.05,258,12,5,0,250.08254716981133,239.05555555555554,258.0,239.3483870967742,256.83106267029973,270.9173715029278
2013,6,333,3.0,10.61,14.52,12.07,9.05,258,7,5,0,250.08254716981133,239.05555555555554,258.0,239.3483870967742,256.83106267029973,270.9173715029278
2013,6,333,3.0,10.61,14.52,12.07,9.05,258,7,5,0,250.08254716981133,239.05555555555554,255.5,239.3483870967742,256.83106267029973,270.9173715029278
2013,6,333,3.0,10.61,14.52,12.07,9.05,258,7,5,0,250.08254716981133,239.05555555555554,258.0,239.3483870967742,256.83106267029973,270.9173715029278
2013,6,333,3.0,10.6,14.52,12.07,9.05,258,7,5,0,250.08254716981133,289.3333333333333,258.0,239.3483870967742,256.83106267029973,270.9173715029278
2013,6,333,3.0,10.6,14.52,12.07,9.05,258,7,5,0,250.08254716981133,296.0,258.0,239.3483870967742,256.83106267029973,270.9173715029278
2014,6,333,3.0,10.6,14.71,12.12,9.09,256,8,5,0,250.08254716981133,289.3333333333333,256.0,233.38202247191012,256.83106267029973,270.9173715029278
2015,6,272,3.0,10.6,14.6,12.09,9.07,257,8,5,0,250.08254716981133,217.69444444444446,257.0,239.3483870967742,256.83106267029973,270.9173715029278
2015,6,272,3.0,10.6,14.6,12.09,9.07,257,41,5,0,250.08254716981133,239.05555555555554,257.0,239.3483870967742,256.83106267029973,270.9173715029278
2015,6,272,3.0,10.6,14.6,12.09,9.07,257,41,5,0,250.08254716981133,239.05555555555554,257.0,239.3483870967742,256.83106267029973,270.9173715029278
2015,6,272,3.0,10.6,14.6,12.09,9.07,257,41,5,0,250.08254716981133,239.05555555555554,257.0,239.3483870967742,256.83106267029973,270.9173715029278
2015,6,333,3.0,10.6,14.6,12.09,9.07,257,11,5,0,250.08254716981133,296.0,257.0,239.3483870967742,256.83106267029973,270.9173715029278
2015,6,333,3.0,10.6,14.6,12.09,9.07,257,11,5,0,250.08254716981133,296.0,257.0,239.3483870967742,256.83106267029973,270.9173715029278
2015,6,333,3.0,10.6,14.6,12.09,9.07,257,11,5,0,250.08254716981133,289.3333333333333,257.0,239.3483870967742,256.83106267029973,270.9173715029278
2016,6,272,3.0,10.6,14.5,12.06,9.04,258,8,5,0,250.08254716981133,217.69444444444446,258.0,233.38202247191012,256.83106267029973,270.9173715029278
2016,6,272,3.0,10.6,14.6,12.09,9.07,257,8,5,0,250.08254716981133,239.05555555555554,247.0,239.3483870967742,256.83106267029973,270.9173715029278
2016,3,272,3.0,10.6,14.6,12.09,9.07,257,8,5,0,250.08254716981133,239.05555555555554,247.0,239.3483870967742,256.83106267029973,270.9173715029278
2016,6,272,3.0,10.6,14.6,12.09,9.07,257,8,5,0,250.08254716981133,239.05555555555554,247.0,239.3483870967742,256.83106267029973,270.9173715029278
2017,6,272,3.0,10.6,14.6,12.09,9.07,257,8,5,0,250.08254716981133,217.69444444444446,257.0,233.38202247191012,256.83106267029973,270.9173715029278
2017,6,573,3.5,10.6,10.8,12.05,9.03,258,12,5,0,263.7164179104478,258.0,258.0,271.68927078495125,256.83106267029973,270.9173715029278
2017,6,573,3.5,10.6,10.8,12.05,9.03,258,12,5,0,263.7164179104478,258.0,258.0,271.68927078495125,256.83106267029973,270.9173715029278
2017,6,340,3.0,10.6,17.2,14.2,10.65,219,33,6,0,266.3895131086142,219.0,219.0,271.68927078495125,256.83106267029973,270.9173715029278
2017,6,340,3.0,10.6,17.2,14.2,10.65,219,33,6,0,266.3895131086142,219.0,219.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,6,320,3.4,10.59,12.82,11.49,8.62,271,16,4,0,288.04285714285714,250.97619047619048,271.0,230.70583190394512,256.83106267029973,270.9173715029278
2011,6,320,3.4,10.59,12.65,11.43,8.57,272,16,4,0,288.04285714285714,250.97619047619048,272.0,280.46082949308754,256.83106267029973,270.9173715029278
2012,6,320,3.4,10.59,12.82,11.49,8.62,271,16,4,0,288.04285714285714,250.97619047619048,271.0,230.70583190394512,256.83106267029973,270.9173715029278
2012,6,320,3.4,10.59,12.66,11.43,8.57,272,16,4,0,288.04285714285714,250.97619047619048,272.0,280.46082949308754,256.83106267029973,270.9173715029278
2015,6,256,3.6,10.59,17.13,12.79,9.59,243,20,5,0,221.54545454545453,232.0,243.0,212.61943319838056,256.83106267029973,270.9173715029278
2016,6,256,3.6,10.59,17.13,12.79,9.59,243,20,5,0,221.54545454545453,232.0,243.0,212.61943319838056,256.83106267029973,270.9173715029278
2013,6,204,2.8,10.57,16.65,12.65,9.49,246,18,5,0,250.08254716981133,251.92,246.0,218.25,256.83106267029973,270.9173715029278
2012,6,302,3.5,10.52,17.86,12.91,9.68,241,7,5,0,290.23262032085563,244.75,241.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,6,302,3.5,10.52,17.86,12.91,9.68,241,7,5,0,290.23262032085563,244.75,236.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,6,327,3.7,10.5,17.2,12.73,9.55,244,12,5,0,281.6909090909091,200.85714285714286,244.0,271.68927078495125,256.83106267029973,270.9173715029278
2015,6,327,3.7,10.5,17.2,12.73,9.55,244,12,5,0,281.6909090909091,200.85714285714286,244.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,6,327,3.7,10.5,17.2,12.73,9.55,244,12,5,0,281.6909090909091,200.85714285714286,244.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,8,449,4.4,10.5,17.6,12.83,9.62,242,35,5,0,266.3895131086142,294.0,242.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,6,333,3.0,10.5,16.8,12.63,9.47,246,22,5,0,250.08254716981133,239.05555555555554,246.0,239.3483870967742,256.83106267029973,270.9173715029278
2016,6,333,3.0,10.5,15.9,12.39,9.3,251,36,5,0,250.08254716981133,245.4,251.66666666666666,239.3483870967742,256.83106267029973,270.9173715029278
2016,5,367,2.5,10.5,16.7,12.61,9.45,247,35,5,0,250.08254716981133,247.0,247.0,239.3483870967742,256.83106267029973,270.9173715029278
2016,6,333,3.0,10.5,15.1,12.17,9.13,255,36,5,0,250.08254716981133,289.3333333333333,255.0,239.3483870967742,256.83106267029973,270.9173715029278
2016,6,333,3.0,10.5,16.8,12.63,9.47,246,22,5,0,250.08254716981133,296.0,246.0,239.3483870967742,256.83106267029973,270.9173715029278
2017,6,333,3.0,10.5,16.8,12.63,9.47,246,22,5,0,250.08254716981133,239.05555555555554,246.0,239.3483870967742,256.83106267029973,270.9173715029278
2017,6,333,3.0,10.5,15.9,12.39,9.3,251,36,5,0,250.08254716981133,245.4,251.66666666666666,239.3483870967742,256.83106267029973,270.9173715029278
2017,5,367,2.5,10.5,16.7,12.61,9.45,247,35,5,0,250.08254716981133,247.0,247.0,239.3483870967742,256.83106267029973,270.9173715029278
2017,6,333,3.0,10.5,15.1,12.17,9.13,255,36,5,0,250.08254716981133,289.3333333333333,255.0,239.3483870967742,256.83106267029973,270.9173715029278
2017,6,333,3.0,10.5,16.8,12.63,9.47,246,22,5,0,250.08254716981133,296.0,246.0,239.3483870967742,256.83106267029973,270.9173715029278
2013,5,170,2.5,10.42,18.22,12.91,9.68,241,12,5,0,221.27899686520377,260.51851851851853,233.66666666666666,272.88235294117646,256.83106267029973,270.9173715029278
2016,4,381,1.991,10.42,16.67,13.92,10.44,223,30,6,0,290.23262032085563,223.0,223.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,4,381,1.991,10.42,16.39,13.85,10.38,225,30,6,0,290.23262032085563,225.0,225.0,271.68927078495125,256.83106267029973,270.9173715029278
2018,4,381,1.991,10.42,16.67,13.92,10.44,223,30,6,0,290.23262032085563,223.0,223.0,271.68927078495125,256.83106267029973,270.9173715029278
2018,4,381,1.991,10.42,16.39,13.85,10.38,225,30,6,0,290.23262032085563,225.0,225.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,5,170,2.5,10.42,18.22,12.9,9.68,241,12,5,0,221.27899686520377,251.0,233.66666666666666,363.7798165137615,256.83106267029973,270.9173715029278
2016,4,320,2.0,10.41,15.15,12.12,9.09,257,21,5,0,259.1358024691358,329.0,257.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,6,333,3.0,10.4,15.8,12.29,9.22,253,26,5,0,250.08254716981133,296.0,251.66666666666666,239.3483870967742,256.83106267029973,270.9173715029278
2017,6,333,3.0,10.4,15.8,12.29,9.22,253,26,5,0,250.08254716981133,296.0,255.5,239.3483870967742,256.83106267029973,270.9173715029278
2014,4,272,2.0,10.37,17.77,12.76,9.57,244,6,5,0,308.87012987012986,245.3125,244.0,271.68927078495125,256.83106267029973,270.9173715029278
2015,4,272,2.0,10.37,17.77,12.76,9.57,244,6,5,0,308.87012987012986,245.3125,244.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,4,180,2.0,10.31,17.86,12.73,9.55,244,17,5,0,250.08254716981133,217.69444444444446,244.0,218.25,256.83106267029973,270.9173715029278
2012,4,180,2.0,10.31,17.86,12.73,9.55,244,17,5,0,250.08254716981133,217.69444444444446,244.0,218.25,256.83106267029973,270.9173715029278
2011,4,154,1.8,10.3,19.23,14.41,10.81,216,17,6,0,290.23262032085563,216.0,216.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,6,290,3.5,10.3,15.5,12.13,9.1,256,20,5,0,248.75980392156862,231.25,256.0,212.61943319838056,256.83106267029973,270.9173715029278
2012,6,290,3.5,10.3,15.5,12.13,9.1,256,20,5,0,248.75980392156862,231.25,256.0,212.61943319838056,256.83106267029973,270.9173715029278
2012,4,201,1.8,10.3,18.86,14.33,10.75,217,18,6,0,290.23262032085563,220.2,217.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,4,201,1.8,10.3,18.86,14.33,10.75,217,31,6,0,290.23262032085563,231.66666666666666,217.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,6,290,3.5,10.3,15.5,12.13,9.1,256,20,5,0,248.75980392156862,231.25,256.0,212.61943319838056,256.83106267029973,270.9173715029278
2013,4,201,1.8,10.3,18.86,14.33,10.75,217,18,6,0,290.23262032085563,220.2,217.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,4,201,1.8,10.3,18.86,14.33,10.75,217,31,6,0,290.23262032085563,231.66666666666666,217.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,6,290,3.5,10.3,15.5,12.13,9.1,256,20,5,0,248.75980392156862,231.25,256.0,212.61943319838056,256.83106267029973,270.9173715029278
2015,6,290,3.5,10.3,15.5,12.13,9.1,256,32,5,0,248.75980392156862,231.25,256.0,212.61943319838056,256.83106267029973,270.9173715029278
2014,4,201,1.8,10.3,18.8,14.32,10.74,217,19,6,0,290.23262032085563,220.2,217.0,271.68927078495125,256.83106267029973,270.9173715029278
2015,5,310,2.5,10.3,16.1,12.29,9.22,253,10,5,0,250.08254716981133,253.0,253.0,239.3483870967742,256.83106267029973,270.9173715029278
2014,4,173,2.4,10.25,15.98,12.22,9.17,254,3,5,0,286.21875,252.93333333333334,254.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,6,310,3.0,10.2,15.38,12.03,9.02,259,9,5,0,250.08254716981133,251.92,259.0,233.38202247191012,256.83106267029973,270.9173715029278
2014,6,310,3.0,10.2,15.38,12.03,9.02,259,9,5,0,250.08254716981133,245.4,259.0,233.38202247191012,256.83106267029973,270.9173715029278
2016,6,333,3.498,10.2,17.54,13.96,10.47,223,17,6,0,290.23262032085563,238.6,223.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,6,327,3.7,10.2,15.8,12.14,9.1,256,20,5,0,281.6909090909091,261.5,256.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,6,310,3.0,10.2,15.59,12.08,9.06,257,8,5,0,250.08254716981133,251.92,257.0,239.3483870967742,256.83106267029973,270.9173715029278
2013,6,310,3.0,10.2,15.59,12.08,9.06,257,8,5,0,250.08254716981133,245.4,257.0,239.3483870967742,256.83106267029973,270.9173715029278
