Modelo,Cilindros,Potencia (HP),Tamaño (L),R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Hibrido,Marca_Mean_Encoded,Submarca_Mean_Encoded,Versión_Mean_Encoded,Trans._Mean_Encoded,Comb._Mean_Encoded,Categoría_Mean_Encoded
2016,4,105,1.6,14.0,24.5,18.71,14.03,166,47,8,0,221.27899686520377,170.71428571428572,163.5,272.88235294117646,256.83106267029973,178.53923541247485
2016,4,190,1.8,14.0,21.9,16.71,12.53,186,57,7,0,221.27899686520377,174.375,186.0,199.68548387096774,256.83106267029973,178.53923541247485
2016,4,134,1.6,14.0,19.8,16.13,12.09,193,4,7,0,207.45333333333335,181.47368421052633,193.0,230.70583190394512,256.83106267029973,178.53923541247485
2015,4,134,1.6,14.0,19.8,16.13,12.09,193,4,7,0,207.45333333333335,181.47368421052633,193.0,230.70583190394512,256.83106267029973,178.53923541247485
2017,4,134,1.6,14.0,19.8,16.13,12.09,193,4,7,0,207.45333333333335,181.47368421052633,193.0,230.70583190394512,256.83106267029973,178.53923541247485
2017,4,190,1.8,14.0,21.9,16.71,12.53,186,57,7,0,221.27899686520377,174.375,186.0,199.68548387096774,256.83106267029973,178.53923541247485
2017,4,105,1.6,13.9,22.1,16.69,12.51,186,55,7,0,221.27899686520377,170.71428571428572,186.0,230.70583190394512,256.83106267029973,178.53923541247485
2013,4,160,1.8,13.83,22.7,16.78,12.59,185,10,7,0,185.24761904761905,209.1,185.0,199.68548387096774,256.83106267029973,178.53923541247485
2011,4,103,1.6,13.81,20.16,16.09,12.07,193,44,7,0,239.9358108108108,189.17857142857142,185.85714285714286,228.8139534883721,256.83106267029973,178.53923541247485
2011,4,105,1.6,13.8,20.7,16.24,12.18,191,55,7,0,248.75980392156862,188.9,182.75,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,105,1.6,13.8,20.7,16.24,12.18,191,55,7,0,248.75980392156862,188.9,191.0,230.70583190394512,256.83106267029973,178.53923541247485
2013,4,105,1.6,13.8,20.7,16.24,12.18,191,55,7,0,248.75980392156862,188.9,191.0,230.70583190394512,256.83106267029973,178.53923541247485
2015,4,105,1.6,13.8,20.7,16.24,12.18,191,55,7,0,248.75980392156862,188.9,191.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,96,1.4,13.75,18.91,15.67,11.76,198,20,7,0,284.9389312977099,175.8181818181818,198.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,100,1.4,13.7,19.2,17.11,12.84,182,11,8,0,197.7605633802817,191.70967741935485,182.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,103,1.6,13.7,19.7,15.88,11.91,196,22,7,0,237.61702127659575,208.8,195.14285714285714,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,100,1.4,13.7,19.2,17.11,12.84,182,11,8,0,197.7605633802817,191.70967741935485,182.0,271.68927078495125,256.83106267029973,178.53923541247485
2012,4,103,1.6,13.7,19.7,15.88,11.91,196,22,7,0,237.61702127659575,208.8,195.14285714285714,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,87,1.6,13.7,19.7,15.88,11.91,196,62,7,0,248.75980392156862,203.33333333333334,196.0,230.70583190394512,256.83106267029973,178.53923541247485
2013,4,100,1.4,13.7,19.2,17.11,12.84,182,11,8,0,197.7605633802817,191.70967741935485,182.0,271.68927078495125,256.83106267029973,178.53923541247485
2013,4,103,1.6,13.7,19.7,15.88,11.91,196,22,7,0,237.61702127659575,208.8,195.14285714285714,230.70583190394512,256.83106267029973,178.53923541247485
2014,4,103,1.6,13.7,19.7,15.88,11.91,196,22,7,0,237.61702127659575,208.8,195.14285714285714,230.70583190394512,256.83106267029973,178.53923541247485
2015,4,101,1.4,13.7,19.2,17.11,12.84,182,26,8,0,197.7605633802817,191.70967741935485,182.0,271.68927078495125,256.83106267029973,178.53923541247485
2016,4,115,1.6,13.69,18.7,15.57,11.68,200,31,7,0,197.7605633802817,215.8,200.0,204.33333333333334,256.83106267029973,178.53923541247485
2016,4,105,1.6,13.69,21.25,16.3,12.22,191,55,7,0,248.75980392156862,188.9,191.0,230.70583190394512,256.83106267029973,178.53923541247485
2014,4,135,1.4,13.66,17.16,15.04,11.28,207,27,7,0,197.7605633802817,207.0,207.0,230.70583190394512,256.83106267029973,178.53923541247485
2016,4,113,1.6,13.63,17.14,15.01,11.26,207,60,7,0,197.7605633802817,215.8,207.0,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,105,1.4,13.5,21.3,17.55,13.16,177,18,8,0,197.7605633802817,177.0,177.0,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,135,1.4,13.5,21.3,17.55,13.16,177,27,8,0,197.7605633802817,177.0,177.0,230.70583190394512,256.83106267029973,178.53923541247485
2013,4,135,1.4,13.5,21.3,17.55,13.16,177,27,8,0,197.7605633802817,177.0,177.0,230.70583190394512,256.83106267029973,178.53923541247485
2014,4,197,1.6,13.48,19.65,17.09,12.81,182,13,8,0,236.24513618677042,177.77777777777777,182.0,230.70583190394512,256.83106267029973,178.53923541247485
2014,4,98,1.6,13.48,19.65,17.09,12.81,182,67,8,0,236.24513618677042,171.66666666666666,182.0,230.70583190394512,256.83106267029973,178.53923541247485
2015,4,197,1.6,13.48,19.65,17.09,12.81,182,13,8,0,236.24513618677042,177.77777777777777,191.5,230.70583190394512,256.83106267029973,178.53923541247485
2015,4,101,1.6,13.48,19.65,17.09,12.81,182,67,8,0,236.24513618677042,171.66666666666666,174.4,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,120,1.6,13.4,19.5,16.98,12.74,183,20,7,0,236.24513618677042,177.77777777777777,183.0,271.68927078495125,256.83106267029973,178.53923541247485
2012,4,120,1.6,13.4,19.5,16.98,12.74,183,20,7,0,236.24513618677042,177.77777777777777,183.0,271.68927078495125,256.83106267029973,178.53923541247485
2013,4,120,1.6,13.4,19.5,16.98,12.74,183,20,7,0,236.24513618677042,177.77777777777777,183.0,271.68927078495125,256.83106267029973,178.53923541247485
2016,4,105,1.6,13.4,22.4,16.36,12.27,190,51,7,0,221.27899686520377,174.375,190.0,255.08695652173913,256.83106267029973,178.53923541247485
2017,4,105,1.6,13.4,22.4,16.36,12.27,190,51,7,0,221.27899686520377,174.375,190.0,255.08695652173913,256.83106267029973,178.53923541247485
2013,4,115,2.0,13.37,21.14,16.02,12.01,194,5,7,0,185.24761904761905,172.8846153846154,198.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,105,1.6,13.3,20.54,15.81,11.85,197,20,7,0,185.24761904761905,172.8846153846154,185.66666666666666,199.68548387096774,256.83106267029973,178.53923541247485
2014,4,115,2.0,13.3,21.1,15.95,11.97,195,12,7,0,185.24761904761905,172.8846153846154,234.5,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,105,1.6,13.3,20.54,15.81,11.85,197,20,7,0,185.24761904761905,172.8846153846154,185.66666666666666,199.68548387096774,256.83106267029973,178.53923541247485
2016,4,105,1.2,13.23,20.98,15.87,11.9,196,15,7,0,221.27899686520377,195.2,196.0,230.70583190394512,256.83106267029973,178.53923541247485
2016,4,105,1.2,13.23,20.98,15.87,11.9,196,15,7,0,221.27899686520377,195.2,196.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,87,1.6,13.2,19.3,15.39,11.54,202,62,7,0,237.61702127659575,208.8,202.0,228.8139534883721,256.83106267029973,178.53923541247485
2012,4,87,1.6,13.2,19.3,15.39,11.54,202,62,7,0,237.61702127659575,208.8,202.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,103,1.6,13.2,19.3,15.39,11.54,202,57,7,0,248.75980392156862,203.33333333333334,185.85714285714286,230.70583190394512,256.83106267029973,178.53923541247485
2015,4,115,2.0,13.2,22.6,16.24,12.18,191,12,7,0,185.24761904761905,172.8846153846154,234.5,230.70583190394512,256.83106267029973,178.53923541247485
2017,4,105,1.6,13.2,22.4,16.19,12.14,192,47,7,0,221.27899686520377,170.71428571428572,192.0,255.08695652173913,256.83106267029973,178.53923541247485
2011,4,122,1.6,13.15,20.83,17.15,12.86,181,25,8,0,195.09448818897638,172.84615384615384,181.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,119,1.6,13.1,19.4,16.73,12.55,186,20,7,0,236.24513618677042,177.77777777777777,175.66666666666666,228.8139534883721,256.83106267029973,178.53923541247485
2011,4,119,1.6,13.1,19.4,16.73,12.55,186,20,7,0,236.24513618677042,177.77777777777777,175.66666666666666,228.8139534883721,256.83106267029973,178.53923541247485
2012,4,119,1.6,13.1,19.4,16.73,12.55,186,20,7,0,236.24513618677042,177.77777777777777,175.66666666666666,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,119,1.6,13.1,19.4,16.73,12.55,186,20,7,0,236.24513618677042,177.77777777777777,175.66666666666666,230.70583190394512,256.83106267029973,178.53923541247485
2013,4,120,1.6,13.1,19.4,16.73,12.55,186,20,7,0,236.24513618677042,177.77777777777777,186.0,230.70583190394512,256.83106267029973,178.53923541247485
2013,4,120,1.6,13.1,19.4,16.73,12.55,186,20,7,0,236.24513618677042,177.77777777777777,186.0,230.70583190394512,256.83106267029973,178.53923541247485
2016,4,103,1.6,13.1,21.0,17.16,12.87,181,50,8,0,239.9358108108108,189.17857142857142,197.28571428571428,271.68927078495125,256.83106267029973,178.53923541247485
2017,4,103,1.6,13.09,21.04,15.77,11.83,197,50,7,0,239.9358108108108,189.17857142857142,197.0,271.68927078495125,256.83106267029973,178.53923541247485
2017,4,103,1.6,13.09,21.04,15.77,11.83,197,50,7,0,239.9358108108108,189.17857142857142,197.0,271.68927078495125,256.83106267029973,178.53923541247485
2012,4,103,1.6,13.09,21.04,15.77,11.83,197,14,7,0,239.9358108108108,189.17857142857142,197.28571428571428,271.68927078495125,256.83106267029973,178.53923541247485
2013,4,103,1.6,13.09,21.04,15.77,11.83,197,14,7,0,239.9358108108108,189.17857142857142,197.28571428571428,271.68927078495125,256.83106267029973,178.53923541247485
2014,4,103,1.6,13.09,21.04,15.77,11.83,197,54,7,0,239.9358108108108,189.17857142857142,197.28571428571428,271.68927078495125,256.83106267029973,178.53923541247485
2015,4,103,1.6,13.09,21.04,15.77,11.83,197,54,7,0,239.9358108108108,189.17857142857142,197.28571428571428,271.68927078495125,256.83106267029973,178.53923541247485
2016,4,103,1.6,13.09,21.04,15.77,11.83,197,50,7,0,239.9358108108108,189.17857142857142,194.5,271.68927078495125,256.83106267029973,178.53923541247485
2016,4,103,1.6,13.09,21.04,15.77,11.83,197,50,7,0,239.9358108108108,189.17857142857142,194.5,271.68927078495125,256.83106267029973,178.53923541247485
2016,4,103,1.6,13.09,21.04,15.77,11.83,197,50,7,0,239.9358108108108,189.17857142857142,197.0,271.68927078495125,256.83106267029973,178.53923541247485
2017,4,103,1.6,13.01,23.24,16.22,12.17,192,11,7,0,239.9358108108108,189.17857142857142,192.0,271.68927078495125,256.83106267029973,178.53923541247485
2018,4,103,1.6,13.01,23.24,16.22,12.17,192,11,7,0,239.9358108108108,189.17857142857142,194.5,271.68927078495125,256.83106267029973,178.53923541247485
2018,4,103,1.6,13.01,23.24,16.22,12.17,192,11,7,0,239.9358108108108,189.17857142857142,194.5,271.68927078495125,256.83106267029973,178.53923541247485
2015,4,100,1.6,13.0,19.6,15.32,11.49,203,15,7,0,221.27899686520377,207.85714285714286,205.25,230.70583190394512,256.83106267029973,178.53923541247485
2016,4,197,1.6,13.0,20.0,15.43,11.57,201,19,7,0,236.24513618677042,177.77777777777777,191.5,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,103,1.6,12.88,20.84,15.55,11.67,200,14,7,0,239.9358108108108,189.17857142857142,197.28571428571428,271.68927078495125,256.83106267029973,178.53923541247485
2016,4,113,1.6,12.88,17.17,14.51,10.88,214,23,6,0,197.7605633802817,215.8,214.0,204.33333333333334,256.83106267029973,178.53923541247485
2012,4,112,1.6,12.84,19.78,15.25,11.44,204,13,7,0,239.9358108108108,183.5,204.0,271.68927078495125,256.83106267029973,178.53923541247485
2013,4,112,1.6,12.84,19.78,15.25,11.44,204,13,7,0,239.9358108108108,183.5,204.0,271.68927078495125,256.83106267029973,178.53923541247485
2014,4,112,1.6,12.84,19.78,15.25,11.44,204,15,7,0,239.9358108108108,183.5,206.0,271.68927078495125,256.83106267029973,178.53923541247485
2015,4,112,1.6,12.84,19.78,15.25,11.44,204,15,7,0,239.9358108108108,183.5,204.0,271.68927078495125,256.83106267029973,178.53923541247485
2012,4,94,1.4,12.82,19.23,16.47,12.36,189,4,7,0,207.45333333333335,181.47368421052633,189.0,271.68927078495125,256.83106267029973,178.53923541247485
2013,4,94,1.4,12.82,19.23,16.47,12.36,189,4,7,0,207.45333333333335,181.47368421052633,189.0,271.68927078495125,256.83106267029973,178.53923541247485
2014,4,94,1.4,12.82,19.23,16.47,12.36,189,4,7,0,207.45333333333335,181.47368421052633,189.0,271.68927078495125,256.83106267029973,178.53923541247485
2018,4,103,1.6,12.8,22.19,15.81,11.86,197,11,7,0,239.9358108108108,189.17857142857142,197.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,115,2.0,12.75,20.67,15.4,11.55,202,7,7,0,185.24761904761905,172.8846153846154,202.0,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,115,2.0,12.75,20.67,15.4,11.55,202,7,7,0,185.24761904761905,172.8846153846154,198.0,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,112,1.6,12.71,19.07,14.95,11.22,208,13,7,0,239.9358108108108,183.5,208.0,271.68927078495125,256.83106267029973,178.53923541247485
2013,4,112,1.6,12.71,19.07,14.95,11.22,208,13,7,0,239.9358108108108,183.5,206.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,105,1.6,12.7,19.0,14.93,11.2,208,55,7,0,248.75980392156862,188.9,208.0,230.70583190394512,256.83106267029973,178.53923541247485
2015,4,160,1.8,12.6,20.6,15.27,11.45,204,20,7,0,185.24761904761905,209.1,204.0,199.68548387096774,256.83106267029973,178.53923541247485
2014,4,112,1.6,12.58,20.43,15.21,11.41,204,24,7,0,239.9358108108108,183.5,204.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,118,1.6,12.5,20.41,16.53,12.4,188,59,7,0,222.16483516483515,221.34615384615384,195.33333333333334,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,118,1.6,12.5,20.41,16.53,12.4,188,59,7,0,222.16483516483515,221.34615384615384,195.33333333333334,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,103,1.6,12.5,18.7,14.69,11.02,212,70,6,0,248.75980392156862,203.33333333333334,197.28571428571428,271.68927078495125,256.83106267029973,178.53923541247485
2016,4,200,1.6,12.49,22.71,17.05,12.79,182,55,8,0,237.61702127659575,182.0,182.0,199.68548387096774,256.83106267029973,178.53923541247485
2011,4,100,1.6,12.43,18.38,14.55,10.91,214,110,6,0,239.9358108108108,201.0,214.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,100,1.6,12.43,18.38,14.55,10.91,214,110,6,0,239.9358108108108,201.0,214.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,100,1.6,12.43,18.38,14.55,10.91,214,110,6,0,239.9358108108108,201.0,214.0,271.68927078495125,256.83106267029973,178.53923541247485
2012,4,100,1.6,12.43,18.38,14.55,10.91,214,110,6,0,239.9358108108108,201.0,214.0,271.68927078495125,256.83106267029973,178.53923541247485
2012,4,100,1.6,12.43,18.38,14.55,10.91,214,110,6,0,239.9358108108108,201.0,214.0,271.68927078495125,256.83106267029973,178.53923541247485
2015,4,211,2.0,12.4,17.8,14.36,10.77,216,11,6,0,185.24761904761905,216.5,216.0,199.68548387096774,256.83106267029973,178.53923541247485
2013,4,118,1.6,12.35,20.0,16.31,12.23,191,59,7,0,222.16483516483515,221.34615384615384,195.33333333333334,230.70583190394512,256.83106267029973,178.53923541247485
2013,4,118,1.6,12.35,22.22,16.82,12.62,185,10,7,0,222.16483516483515,193.58333333333334,185.0,230.70583190394512,256.83106267029973,178.53923541247485
2014,4,118,1.6,12.35,20.0,16.31,12.23,191,59,7,0,222.16483516483515,221.34615384615384,195.33333333333334,230.70583190394512,256.83106267029973,178.53923541247485
2014,4,118,1.6,12.35,22.22,16.82,12.62,185,10,7,0,222.16483516483515,193.58333333333334,185.0,230.70583190394512,256.83106267029973,178.53923541247485
2015,4,118,1.6,12.35,20.0,16.31,12.23,191,59,7,0,222.16483516483515,221.34615384615384,195.33333333333334,230.70583190394512,256.83106267029973,178.53923541247485
2015,4,118,1.6,12.35,22.22,16.82,12.62,185,10,7,0,222.16483516483515,193.58333333333334,185.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,125,1.4,12.35,19.61,14.82,11.11,210,27,7,0,185.24761904761905,209.1,196.0,254.46428571428572,256.83106267029973,178.53923541247485
2012,4,125,1.4,12.35,19.61,14.82,11.11,210,27,7,0,185.24761904761905,209.1,210.0,230.70583190394512,256.83106267029973,178.53923541247485
2014,4,160,1.8,12.34,20.0,14.91,11.18,209,196,7,0,185.24761904761905,209.1,209.0,199.68548387096774,256.83106267029973,178.53923541247485
2014,4,211,2.0,12.34,17.86,14.33,10.75,217,11,6,0,185.24761904761905,216.5,217.0,199.68548387096774,256.83106267029973,178.53923541247485
2011,4,90,1.4,12.3,19.2,16.07,12.05,194,22,7,0,197.7605633802817,191.70967741935485,194.0,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,90,1.4,12.3,19.2,16.07,12.05,194,22,7,0,197.7605633802817,191.70967741935485,194.0,230.70583190394512,256.83106267029973,178.53923541247485
2013,4,90,1.4,12.3,19.2,16.07,12.05,194,22,7,0,197.7605633802817,191.70967741935485,194.0,230.70583190394512,256.83106267029973,178.53923541247485
2015,4,101,1.4,12.3,19.2,16.07,12.05,194,18,7,0,197.7605633802817,191.70967741935485,194.0,230.70583190394512,256.83106267029973,178.53923541247485
2013,4,211,2.0,12.24,20.25,14.89,11.17,209,10,7,0,185.24761904761905,209.1,209.0,199.68548387096774,256.83106267029973,178.53923541247485
2013,4,154,1.6,12.2,21.3,16.5,12.37,188,13,7,0,222.16483516483515,193.58333333333334,188.0,230.70583190394512,256.83106267029973,178.53923541247485
2013,4,197,1.6,12.2,20.0,16.19,12.14,192,16,7,0,222.16483516483515,193.58333333333334,192.0,230.70583190394512,256.83106267029973,178.53923541247485
2014,4,154,1.6,12.2,21.3,16.5,12.37,188,13,7,0,222.16483516483515,193.58333333333334,188.0,230.70583190394512,256.83106267029973,178.53923541247485
2014,4,197,1.6,12.2,20.0,16.19,12.14,192,16,7,0,222.16483516483515,193.58333333333334,192.0,230.70583190394512,256.83106267029973,178.53923541247485
2015,4,197,1.6,12.2,20.0,16.19,12.14,192,16,7,0,222.16483516483515,193.58333333333334,192.0,230.70583190394512,256.83106267029973,178.53923541247485
2013,4,100,1.6,12.14,18.82,14.45,10.84,215,18,6,0,221.27899686520377,207.85714285714286,205.25,230.70583190394512,256.83106267029973,178.53923541247485
2014,4,113,1.6,12.14,17.04,13.94,10.46,223,27,6,0,197.7605633802817,215.8,216.75,230.70583190394512,256.83106267029973,178.53923541247485
2014,4,100,1.6,12.14,18.82,14.45,10.84,215,6,6,0,221.27899686520377,207.85714285714286,205.25,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,100,1.6,12.13,16.4,13.74,10.3,226,21,6,0,221.27899686520377,207.85714285714286,215.75,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,99,1.6,12.13,16.4,13.74,10.3,226,21,6,0,221.27899686520377,207.85714285714286,215.75,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,99,1.6,12.13,16.4,13.74,10.3,226,21,6,0,221.27899686520377,226.0,215.75,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,105,1.6,12.1,18.5,14.33,10.75,217,39,6,0,237.61702127659575,217.0,217.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,105,1.6,12.1,18.5,14.33,10.75,217,39,6,0,237.61702127659575,217.0,191.0,228.8139534883721,256.83106267029973,178.53923541247485
2016,4,160,1.4,12.06,18.07,14.18,10.64,219,26,6,0,197.7605633802817,191.70967741935485,219.0,271.68927078495125,256.83106267029973,178.53923541247485
2015,4,113,1.6,12.04,16.94,15.24,11.43,204,27,7,0,197.7605633802817,215.8,216.75,230.70583190394512,256.83106267029973,178.53923541247485
2015,4,113,1.6,12.04,16.94,15.24,11.43,204,25,7,0,197.7605633802817,215.8,204.0,271.68927078495125,256.83106267029973,178.53923541247485
2014,4,85,1.4,11.94,16.41,13.61,10.21,228,44,6,0,197.7605633802817,198.25,228.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,110,1.6,11.89,17.53,13.9,10.43,224,40,6,0,284.9389312977099,175.8181818181818,224.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,75,1.4,11.76,19.23,14.25,10.69,218,10,6,0,222.16483516483515,221.34615384615384,218.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,75,1.4,11.76,19.23,14.25,10.69,218,10,6,0,222.16483516483515,221.34615384615384,218.0,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,75,1.4,11.76,19.23,14.25,10.69,218,10,6,0,222.16483516483515,221.34615384615384,218.0,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,75,1.4,11.76,19.23,14.25,10.69,218,10,6,0,222.16483516483515,221.34615384615384,218.0,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,136,1.6,11.76,18.52,15.47,11.6,201,4,7,0,207.45333333333335,181.47368421052633,201.0,230.70583190394512,256.83106267029973,178.53923541247485
2013,4,134,1.6,11.76,18.52,15.47,11.6,201,4,7,0,207.45333333333335,181.47368421052633,201.0,230.70583190394512,256.83106267029973,178.53923541247485
2014,4,134,1.6,11.76,18.52,15.47,11.6,201,4,7,0,207.45333333333335,181.47368421052633,201.0,230.70583190394512,256.83106267029973,178.53923541247485
2014,4,105,1.6,11.71,21.79,16.18,12.14,192,42,7,0,221.27899686520377,170.71428571428572,192.0,230.70583190394512,256.83106267029973,178.53923541247485
2016,4,180,2.4,11.68,18.72,14.06,10.54,221,4,6,0,197.7605633802817,191.70967741935485,221.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,103,1.6,11.66,17.9,13.83,10.37,225,47,6,0,237.61702127659575,208.8,225.0,271.68927078495125,256.83106267029973,178.53923541247485
2012,4,103,1.6,11.66,17.9,13.83,10.37,225,47,6,0,237.61702127659575,208.8,225.0,271.68927078495125,256.83106267029973,178.53923541247485
2013,4,103,1.6,11.66,17.9,13.83,10.37,225,47,6,0,237.61702127659575,208.8,225.0,271.68927078495125,256.83106267029973,178.53923541247485
2014,4,103,1.6,11.66,17.9,13.83,10.37,225,47,6,0,237.61702127659575,208.8,225.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,110,1.6,11.62,17.54,13.7,10.28,227,8,6,0,222.16483516483515,221.34615384615384,227.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,110,1.6,11.62,17.54,13.7,10.28,227,8,6,0,222.16483516483515,221.34615384615384,227.0,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,113,1.6,11.62,14.47,14.14,10.6,220,22,6,0,197.7605633802817,215.8,216.75,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,110,1.6,11.62,17.54,13.7,10.28,227,8,6,0,222.16483516483515,221.34615384615384,227.0,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,110,1.6,11.62,17.54,13.7,10.28,227,8,6,0,222.16483516483515,221.34615384615384,227.0,230.70583190394512,256.83106267029973,178.53923541247485
2013,4,113,1.6,11.62,14.47,14.14,10.6,220,27,6,0,197.7605633802817,215.8,216.75,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,122,1.6,11.49,19.8,15.56,11.67,200,24,7,0,195.09448818897638,172.84615384615384,200.0,271.68927078495125,256.83106267029973,178.53923541247485
2013,4,122,1.6,11.49,19.6,15.51,11.63,200,24,7,0,195.09448818897638,172.84615384615384,200.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,160,1.8,11.36,18.87,15.23,11.43,204,16,7,0,185.24761904761905,209.1,204.0,199.68548387096774,256.83106267029973,178.53923541247485
2012,4,160,1.8,11.36,18.87,15.23,11.43,204,16,7,0,185.24761904761905,209.1,204.0,199.68548387096774,256.83106267029973,178.53923541247485
2013,4,84,1.4,11.29,17.56,14.84,11.13,209,44,7,0,197.7605633802817,198.25,209.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,107,1.8,11.28,17.99,13.56,10.17,229,19,6,0,197.7605633802817,215.8,229.0,228.8139534883721,256.83106267029973,178.53923541247485
2011,4,107,1.8,11.28,17.99,13.56,10.17,229,19,6,0,197.7605633802817,215.8,229.0,228.8139534883721,256.83106267029973,178.53923541247485
2014,4,115,1.6,11.11,15.37,12.69,9.52,245,12,5,0,197.7605633802817,215.8,233.0,230.70583190394512,256.83106267029973,178.53923541247485
2015,4,115,1.6,11.11,15.38,14.08,10.56,221,12,6,0,197.7605633802817,215.8,233.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,107,1.8,11.05,17.9,13.35,10.01,233,18,6,0,197.7605633802817,233.0,233.0,228.8139534883721,256.83106267029973,178.53923541247485
2011,4,200,2.0,11.04,17.26,13.17,9.88,236,75,6,0,185.24761904761905,236.0,236.0,218.25,256.83106267029973,178.53923541247485
2012,4,200,2.0,11.04,17.26,13.17,9.88,236,75,6,0,185.24761904761905,236.0,236.0,230.70583190394512,256.83106267029973,178.53923541247485
2016,4,160,1.4,11.02,17.34,13.18,9.89,236,22,6,0,197.7605633802817,191.70967741935485,236.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,122,1.6,10.98,18.86,14.92,11.19,208,24,7,0,195.09448818897638,172.84615384615384,208.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,150,1.6,10.75,17.86,14.49,10.87,215,17,6,0,222.16483516483515,221.34615384615384,215.0,230.70583190394512,256.83106267029973,178.53923541247485
2012,4,150,1.6,10.75,17.86,14.49,10.87,215,17,6,0,222.16483516483515,221.34615384615384,215.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,95,1.6,10.4,14.7,13.36,10.02,233,36,6,0,236.24513618677042,177.77777777777777,233.0,228.8139534883721,256.83106267029973,178.53923541247485
2012,4,95,1.6,10.4,14.7,13.36,10.02,233,36,6,0,236.24513618677042,177.77777777777777,233.0,230.70583190394512,256.83106267029973,178.53923541247485
2011,4,211,2.0,10.1,16.67,13.66,10.25,228,10,6,0,185.24761904761905,209.1,228.0,199.68548387096774,256.83106267029973,178.53923541247485
2012,4,211,2.0,10.1,16.67,13.66,10.25,228,10,6,0,185.24761904761905,209.1,226.0,199.68548387096774,256.83106267029973,178.53923541247485
2011,4,110,1.6,10.1,17.24,12.41,9.31,250,8,5,0,222.16483516483515,221.34615384615384,250.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,110,1.6,10.1,17.24,12.41,9.31,250,8,5,0,222.16483516483515,221.34615384615384,250.0,271.68927078495125,256.83106267029973,178.53923541247485
2012,4,110,1.6,10.1,17.24,12.41,9.31,250,8,5,0,222.16483516483515,221.34615384615384,250.0,271.68927078495125,256.83106267029973,178.53923541247485
2012,4,110,1.6,10.1,17.24,12.41,9.31,250,8,5,0,222.16483516483515,221.34615384615384,250.0,271.68927078495125,256.83106267029973,178.53923541247485
2013,4,118,1.6,10.1,20.0,14.38,10.79,216,26,6,0,222.16483516483515,193.58333333333334,216.0,271.68927078495125,256.83106267029973,178.53923541247485
2014,4,118,1.6,10.1,20.0,14.38,10.79,216,26,6,0,222.16483516483515,193.58333333333334,216.0,271.68927078495125,256.83106267029973,178.53923541247485
